Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,¿En qué versión fue corregido?,Estrategia de ejecución
Incidente,KIOS-411,768,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Alta,Pendiente,Sprint 9,Funcional,Desempeño,UAT,Datos,Datalake,Mainframe,Construcción,Pre-Producción,Sofía Morales,3/5/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Defecto,POS-101,769,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,En progreso,Sprint 8,Funcional,Funcional,UAT,Software IA,CORE Banking,Mainframe,Ideación,Pre-Producción,Miguel Herrera,4/29/2025,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Automatizada
Incidente,KIOS-411,770,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Alta,Resuelto,Sprint 8,Funcional,Funcional,Sistema,SAP,DWH,Cloud,Operacion,Pruebas,Valentina Castillo,3/31/2024,v1.0.1,Ana López,,v1.0.2,Automatizada
Incidente,API-073,771,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,Pendiente,Sprint 18,Funcional,Desempeño,integracion,Datos,ERP,Cloud,Operacion,Sandbox,Camila Vargas,8/12/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
sugerencia,POS-101,772,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Resuelto,Sprint 14,Funcional,Datos,UAT,Software IA,Datalake,Cloud,Operacion,Integracion,Daniela Ríos,1/11/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Defecto,MOB-589,773,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Baja,Resuelto,Sprint 20,Exploratoria,Desempeño,Unitaria,Software IA,Datalake,Cloud,Ideación,Desarrollo,Mariana Cárdenas,5/30/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
sugerencia,WEB-342,774,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Media,Resuelto,Sprint 19,Funcional,Funcional,UAT,Software Tradicional,ERP,Cloud,Operacion,Sandbox,Antonella Duque,7/20/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Defecto,API-073,775,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Baja,Resuelto,Sprint 18,Carga,Funcional,Sistema,SAP,CRM,Mainframe,Construcción,Sandbox,Valentina Castillo,6/25/2025,v1.0.1,Jorge Ramírez,Sprint 20,v1.0.2,Manual
Defecto,KIOS-411,776,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Alta,Resuelto,Sprint 10,Funcional,Portabilidad,Sistema,Software Tradicional,CORE Banking,Cloud,Requisitos,Pre-Producción,Sebastián Cortés,9/7/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
riesgo,MOB-589,777,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Alta,Reabierto,Sprint 2,Funcional,Funcional,Unitaria,Datos,CORE Banking,Mainframe,Construcción,Producción,Esteban Méndez,8/29/2024,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
sugerencia,API-073,778,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Cerrado,Sprint 17,Exploratoria,Datos,Sistema,SAP,CORE Banking,Mainframe,Requisitos,Pruebas,Mateo Linares,10/23/2025,v1.0.1,Antonella Duque,Sprint 18,v1.0.2,Manual
Defecto,POS-101,779,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Rechazado,Sprint 1,Exploratoria,Funcional,Sistema,Software IA,CRM,On-Premise- Hibrido,Ideación,Desarrollo,Mateo Linares,4/2/2025,v1.0.1,Miguel Herrera,Sprint 18,v1.0.2,Manual
riesgo,WEB-342,780,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Media,En progreso,Sprint 14,Funcional,Datos,Unitaria,Software Tradicional,ERP,Cloud,Ideación,Pruebas,Gabriela Paredes,5/26/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
sugerencia,MOB-589,781,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Baja,Cerrado,Sprint 0,Sanity,Seguridad,UAT,SAP,ERP,Mainframe,Requisitos,ShadowDR),Sebastián Cortés,8/1/2024,v1.0.1,Ana López,,v1.0.2,Manual
sugerencia,CORE-568,782,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Crítica,Rechazado,Sprint 1,Integración,Funcional,Unitaria,Software IA,CORE Banking,Mainframe,Construcción,Pre-Producción,Raúl Espinosa,4/26/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
riesgo,BD-921,783,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Alta,Resuelto,Sprint 9,Funcional,Funcional,integracion,Software IA,CORE Banking,Cloud,Ideación,Integracion,Laura Ortega,9/19/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Automatizada
sugerencia,KIOS-411,784,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Crítica,En progreso,Sprint 17,Funcional,Datos,Unitaria,SAP,DWH,Mainframe,Ideación,Producción,Sebastián Cortés,8/3/2024,v1.0.1,Ana López,,v1.0.2,Manual
Incidente,CORE-568,785,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Pendiente,Sprint 15,Funcional,UX,Sistema,Software IA,ERP,Cloud,Requisitos,Producción,Camila Vargas,3/26/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Defecto,KIOS-411,786,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Alta,Resuelto,Sprint 16,Funcional,Desempeño,Unitaria,SAP,CRM,Mainframe,Requisitos,Integracion,Mariana Cárdenas,1/8/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Defecto,WEB-342,787,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,Reabierto,Sprint 20,Aceptación,Funcional,Sistema,Software IA,Datalake,On-Premise- Hibrido,Construcción,Sandbox,Laura Ortega,4/27/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
sugerencia,CORE-568,788,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Crítica,Cerrado,Sprint 3,Funcional,Funcional,UAT,SAP,Datalake,Mainframe,Requisitos,Producción,Daniela Ríos,9/8/2025,v1.0.1,Pedro Cruz,Sprint 12,v1.0.2,Automatizada
Incidente,MOB-589,789,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Media,Pendiente,Sprint 14,Funcional,UX,Unitaria,SAP,Datalake,On-Premise- Hibrido,Requisitos,Pruebas,Raúl Espinosa,2/6/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
sugerencia,POS-101,790,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,Resuelto,Sprint 0,Regresión,Usabilidad,Unitaria,Datos,ERP,On-Premise- Hibrido,Requisitos,Desarrollo,Isabela Aguirre,6/25/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
riesgo,WEB-342,791,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Baja,Rechazado,Sprint 5,Smoke,Funcional,Sistema,Software IA,Datalake,On-Premise- Hibrido,Operacion,ShadowDR),Miguel Herrera,6/8/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
riesgo,KIOS-411,792,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Alta,Cerrado,Sprint 14,Funcional,Seguridad,Sistema,Software Tradicional,CRM,Mainframe,Requisitos,Pruebas,Sebastián Cortés,2/9/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
riesgo,API-073,793,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Baja,Cerrado,Sprint 10,Regresión,Portabilidad,Unitaria,Software Tradicional,DWH,Cloud,Construcción,Sandbox,Antonella Duque,5/15/2025,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
Defecto,WEB-342,794,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Alta,Reabierto,Sprint 2,Aceptación,Funcional,UAT,Datos,ERP,Mainframe,Construcción,Pruebas,Mateo Linares,10/18/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Defecto,POS-101,795,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Crítica,En progreso,Sprint 0,Integración,Datos,integracion,SAP,DWH,Cloud,Requisitos,Pruebas,Valentina Castillo,5/30/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
sugerencia,KIOS-411,796,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,En progreso,Sprint 15,Integración,Funcional,integracion,Software IA,Datalake,Cloud,Requisitos,Pre-Producción,Valentina Castillo,2/5/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
sugerencia,CORE-568,797,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Media,Rechazado,Sprint 5,Sanity,Desempeño,Sistema,Software IA,CRM,On-Premise- Hibrido,Construcción,Pruebas,Laura Ortega,3/8/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Incidente,CORE-568,798,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,Resuelto,Sprint 0,Funcional,Funcional,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Construcción,ShadowDR),Juan Pérez,9/27/2025,v1.0.1,Camila Vargas,,v1.0.2,Automatizada
Incidente,MOB-589,799,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,Pendiente,Sprint 16,Funcional,Funcional,Sistema,Software Tradicional,CRM,On-Premise- Hibrido,Ideación,Sandbox,Esteban Méndez,6/30/2024,v1.0.1,Paula Navarro,Sprint 16,v1.0.2,Automatizada
sugerencia,CORE-568,800,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Media,Resuelto,Sprint 2,Funcional,Funcional,Sistema,Software IA,ERP,Mainframe,Requisitos,Producción,Paula Navarro,1/5/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
sugerencia,CORE-568,801,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Baja,Pendiente,Sprint 2,Integración,Funcional,Unitaria,SAP,CORE Banking,Cloud,Operacion,Integracion,Miguel Herrera,1/31/2025,v1.0.1,Ana López,,v1.0.2,Manual
riesgo,POS-101,802,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Baja,Rechazado,Sprint 4,Funcional,Seguridad,integracion,SAP,DWH,Mainframe,Requisitos,ShadowDR),Daniela Ríos,10/9/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
riesgo,CORE-568,803,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Alta,Resuelto,Sprint 17,Sanity,Funcional,integracion,Software IA,Datalake,Mainframe,Operacion,Desarrollo,Esteban Méndez,8/6/2025,v1.0.1,Lucía Fernández,Sprint 19,v1.0.2,Manual
Incidente,MOB-589,804,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Baja,Rechazado,Sprint 11,Aceptación,Datos,integracion,Software Tradicional,DWH,Cloud,Operacion,Pruebas,Daniela Ríos,2/23/2025,v1.0.1,Ana López,,v1.0.2,Manual
riesgo,BD-921,805,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Media,Resuelto,Sprint 1,Integración,Desempeño,integracion,Software IA,DWH,Cloud,Construcción,Pruebas,Jorge Ramírez,3/23/2025,v1.0.1,Juan Pérez,Sprint 11,v1.0.2,Manual
Defecto,KIOS-411,806,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,En progreso,Sprint 17,Sanity,Usabilidad,integracion,Software Tradicional,ERP,On-Premise- Hibrido,Requisitos,Desarrollo,Laura Ortega,12/2/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Defecto,WEB-342,807,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Crítica,Cerrado,Sprint 10,Sanity,Seguridad,UAT,Software IA,Datalake,Cloud,Construcción,Pre-Producción,Antonella Duque,9/28/2025,v1.0.1,Pedro Cruz,Sprint 10,v1.0.2,Manual
sugerencia,API-073,808,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Media,Cerrado,Sprint 19,Funcional,Seguridad,Unitaria,Software IA,CORE Banking,Mainframe,Construcción,ShadowDR),Juan Pérez,2/11/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
sugerencia,WEB-342,809,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Alta,Pendiente,Sprint 3,Integración,Seguridad,UAT,Software IA,CORE Banking,Cloud,Construcción,Desarrollo,Juan Pérez,8/28/2024,v1.0.1,Daniela Ríos,Sprint 10,v1.0.2,Manual
riesgo,CORE-568,810,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Media,Resuelto,Sprint 4,Funcional,Desempeño,integracion,SAP,ERP,Cloud,Requisitos,Pre-Producción,Juan Pérez,3/20/2025,v1.0.1,Esteban Méndez,Sprint 8,v1.0.2,Manual
Incidente,API-073,811,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,En progreso,Sprint 9,Aceptación,Compatibilidad,integracion,Software Tradicional,DWH,Cloud,Construcción,ShadowDR),Raúl Espinosa,10/29/2025,v1.0.1,Gabriela Paredes,Sprint 13,v1.0.2,Manual
Incidente,BD-921,812,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Reabierto,Sprint 14,Carga,Funcional,Unitaria,Software IA,ERP,On-Premise- Hibrido,Operacion,Pre-Producción,Miguel Herrera,10/7/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
sugerencia,POS-101,813,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Media,En progreso,Sprint 7,Funcional,Portabilidad,integracion,Software IA,Datalake,On-Premise- Hibrido,Construcción,Pruebas,Laura Ortega,1/13/2024,v1.0.1,Mateo Linares,Sprint 18,v1.0.2,Manual
sugerencia,MOB-589,814,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Baja,Resuelto,Sprint 3,Aceptación,Funcional,Unitaria,Datos,CRM,Mainframe,Construcción,Pre-Producción,Ana López,5/10/2025,v1.0.1,Isabela Aguirre,Sprint 10,v1.0.2,Manual
Incidente,MOB-589,815,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Media,Pendiente,Sprint 13,Smoke,Funcional,Sistema,Datos,DWH,On-Premise- Hibrido,Operacion,Pruebas,Pedro Cruz,10/11/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Defecto,POS-101,816,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Alta,Resuelto,Sprint 11,Smoke,Funcional,Sistema,Software IA,CRM,On-Premise- Hibrido,Construcción,Pre-Producción,Esteban Méndez,5/6/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
riesgo,KIOS-411,817,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Media,Reabierto,Sprint 6,Sanity,Datos,Sistema,Datos,CORE Banking,Mainframe,Operacion,Sandbox,Juan Pérez,10/8/2025,v1.0.1,Laura Ortega,Sprint 8,v1.0.2,Manual
Defecto,KIOS-411,818,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,Pendiente,Sprint 9,Regresión,Funcional,integracion,Software Tradicional,CRM,Mainframe,Ideación,ShadowDR),Juan Pérez,9/24/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
riesgo,KIOS-411,819,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Baja,Pendiente,Sprint 0,Funcional,Datos,integracion,Datos,Datalake,On-Premise- Hibrido,Operacion,Sandbox,Gabriela Paredes,5/31/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Incidente,POS-101,820,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Pendiente,Sprint 14,Aceptación,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Operacion,Pruebas,Pedro Cruz,10/16/2024,v1.0.1,Antonella Duque,Sprint 15,v1.0.2,Manual
Defecto,MOB-589,821,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Cerrado,Sprint 12,Funcional,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Ideación,Sandbox,Daniela Ríos,1/31/2024,v1.0.1,Laura Ortega,,v1.0.2,Automatizada
Defecto,API-073,822,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Baja,Rechazado,Sprint 1,Carga,Seguridad,integracion,Datos,Datalake,Cloud,Requisitos,Sandbox,Jorge Ramírez,1/29/2025,v1.0.1,Miguel Herrera,Sprint 20,v1.0.2,Manual
riesgo,API-073,823,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Baja,Rechazado,Sprint 15,Regresión,Funcional,integracion,Software IA,CORE Banking,Mainframe,Operacion,Sandbox,Lucía Fernández,7/30/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Incidente,WEB-342,824,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Alta,Resuelto,Sprint 19,Funcional,Desempeño,Unitaria,Software Tradicional,CRM,Cloud,Ideación,Sandbox,Isabela Aguirre,11/21/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
riesgo,API-073,825,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Media,En progreso,Sprint 7,Funcional,Funcional,integracion,Software Tradicional,Datalake,On-Premise- Hibrido,Construcción,Desarrollo,Mariana Cárdenas,5/25/2025,v1.0.1,Mariana Cárdenas,Sprint 15,v1.0.2,Manual
Defecto,MOB-589,826,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Baja,Pendiente,Sprint 13,Smoke,Funcional,integracion,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,Integracion,Esteban Méndez,8/22/2024,v1.0.1,Ana López,Sprint 14,v1.0.2,Manual
riesgo,MOB-589,827,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Media,En progreso,Sprint 16,Exploratoria,Datos,Unitaria,Software Tradicional,CRM,Mainframe,Requisitos,Producción,Camila Vargas,12/26/2024,v1.0.1,Mateo Linares,Sprint 18,v1.0.2,Manual
Incidente,KIOS-411,828,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Baja,Cerrado,Sprint 12,Funcional,UX,UAT,Datos,ERP,Cloud,Operacion,Integracion,Pedro Cruz,8/25/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Incidente,API-073,829,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Crítica,Rechazado,Sprint 5,Funcional,Funcional,integracion,SAP,DWH,Cloud,Ideación,Pre-Producción,Miguel Herrera,10/5/2025,v1.0.1,Sebastián Cortés,,v1.0.2,Automatizada
Defecto,KIOS-411,830,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Alta,Resuelto,Sprint 4,Aceptación,Funcional,Sistema,Software IA,Datalake,Mainframe,Ideación,Pre-Producción,Miguel Herrera,8/3/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
riesgo,API-073,831,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Media,Rechazado,Sprint 11,Aceptación,Desempeño,Unitaria,Software IA,ERP,Mainframe,Operacion,Desarrollo,Valentina Castillo,4/1/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
riesgo,WEB-342,832,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Alta,Rechazado,Sprint 19,Sanity,Funcional,Unitaria,SAP,DWH,Cloud,Requisitos,Pre-Producción,Juan Pérez,6/16/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Defecto,MOB-589,833,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Pendiente,Sprint 4,Funcional,Desempeño,integracion,Datos,CORE Banking,Mainframe,Construcción,Integracion,Mariana Cárdenas,7/29/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
sugerencia,KIOS-411,834,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Media,En progreso,Sprint 4,Funcional,Desempeño,UAT,SAP,DWH,Mainframe,Operacion,Integracion,Miguel Herrera,12/24/2024,v1.0.1,Ana López,Sprint 8,v1.0.2,Manual
Incidente,WEB-342,835,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Crítica,Cerrado,Sprint 0,Carga,Desempeño,integracion,SAP,CORE Banking,Mainframe,Ideación,ShadowDR),Pedro Cruz,8/1/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,API-073,836,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Alta,Resuelto,Sprint 7,Integración,Funcional,UAT,Software Tradicional,CRM,On-Premise- Hibrido,Operacion,Integracion,Pedro Cruz,2/15/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,POS-101,837,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Alta,Rechazado,Sprint 19,Aceptación,Seguridad,UAT,Software Tradicional,Datalake,On-Premise- Hibrido,Operacion,Integracion,Valentina Castillo,7/25/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Incidente,API-073,838,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,Resuelto,Sprint 18,Exploratoria,Funcional,integracion,Software Tradicional,ERP,On-Premise- Hibrido,Construcción,Producción,Isabela Aguirre,4/15/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Defecto,MOB-589,839,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Media,En progreso,Sprint 12,Sanity,Funcional,Sistema,Datos,DWH,Cloud,Ideación,ShadowDR),Juan Pérez,11/12/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,KIOS-411,840,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Alta,En progreso,Sprint 4,Funcional,Datos,Unitaria,Datos,CRM,Mainframe,Ideación,Integracion,Camila Vargas,2/23/2024,v1.0.1,Ana López,Sprint 6,v1.0.2,Manual
sugerencia,POS-101,841,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 20,Integración,Funcional,Sistema,Datos,CORE Banking,Cloud,Requisitos,Pruebas,Lucía Fernández,6/24/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
sugerencia,POS-101,842,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Baja,Reabierto,Sprint 14,Regresión,Usabilidad,integracion,Software Tradicional,CRM,Mainframe,Requisitos,Producción,Camila Vargas,7/11/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
Incidente,KIOS-411,843,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,En progreso,Sprint 1,Carga,Portabilidad,integracion,Software IA,DWH,Cloud,Operacion,Sandbox,Camila Vargas,3/11/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
sugerencia,CORE-568,844,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,Resuelto,Sprint 10,Regresión,Compatibilidad,Sistema,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,ShadowDR),Valentina Castillo,9/20/2024,v1.0.1,Laura Ortega,Sprint 14,v1.0.2,Manual
sugerencia,WEB-342,845,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Alta,Reabierto,Sprint 5,Funcional,Funcional,Sistema,SAP,Datalake,On-Premise- Hibrido,Ideación,ShadowDR),Juan Pérez,10/2/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Defecto,API-073,846,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 20,Exploratoria,Funcional,UAT,SAP,CORE Banking,Mainframe,Requisitos,Integracion,Esteban Méndez,8/6/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Defecto,WEB-342,847,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Pendiente,Sprint 19,Integración,Funcional,Sistema,Software Tradicional,DWH,Cloud,Operacion,Desarrollo,Miguel Herrera,5/17/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Defecto,API-073,848,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Resuelto,Sprint 2,Smoke,Desempeño,integracion,Software Tradicional,CRM,Mainframe,Construcción,Pruebas,Laura Ortega,6/11/2025,v1.0.1,Gabriela Paredes,Sprint 5,v1.0.2,Manual
Defecto,MOB-589,849,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Resuelto,Sprint 7,Funcional,Funcional,Sistema,SAP,Datalake,On-Premise- Hibrido,Requisitos,ShadowDR),Miguel Herrera,11/5/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Incidente,CORE-568,850,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Media,En progreso,Sprint 0,Funcional,Funcional,Unitaria,SAP,Datalake,Mainframe,Operacion,Desarrollo,Ana López,5/26/2024,v1.0.1,Miguel Herrera,Sprint 13,v1.0.2,Automatizada
sugerencia,KIOS-411,851,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,En progreso,Sprint 7,Funcional,Funcional,Sistema,Software Tradicional,CRM,Cloud,Operacion,Sandbox,Isabela Aguirre,10/6/2025,v1.0.1,Esteban Méndez,,v1.0.2,Automatizada
Incidente,MOB-589,852,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Alta,Cerrado,Sprint 11,Smoke,Funcional,integracion,SAP,DWH,On-Premise- Hibrido,Operacion,Producción,Sofía Morales,3/20/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
riesgo,API-073,853,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Resuelto,Sprint 4,Carga,Portabilidad,integracion,Datos,CRM,Cloud,Operacion,Desarrollo,Esteban Méndez,10/19/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Incidente,MOB-589,854,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Baja,Rechazado,Sprint 20,Funcional,Desempeño,integracion,Software IA,ERP,Mainframe,Requisitos,Pre-Producción,Camila Vargas,10/9/2024,v1.0.1,Mariana Cárdenas,Sprint 20,v1.0.2,Manual
riesgo,POS-101,855,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,En progreso,Sprint 15,Carga,Desempeño,integracion,SAP,DWH,On-Premise- Hibrido,Ideación,ShadowDR),Camila Vargas,1/24/2025,v1.0.1,Gabriela Paredes,Sprint 16,v1.0.2,Manual
Incidente,MOB-589,856,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Media,Pendiente,Sprint 16,Funcional,Desempeño,integracion,SAP,DWH,On-Premise- Hibrido,Operacion,Pruebas,Mateo Linares,1/9/2025,v1.0.1,Pedro Cruz,Sprint 16,v1.0.2,Manual
Incidente,KIOS-411,857,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Resuelto,Sprint 4,Funcional,Portabilidad,UAT,Datos,Datalake,On-Premise- Hibrido,Operacion,Integracion,Mateo Linares,4/11/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
